level,vineyard_id,row_id,blocks,rows,segments,length_m,canopy_m2,canopy_ha,interrow_m2,interrow_ha,row_structure
row,V32,V32-R145,,,1,51.18,,,,,disrupted
row,V32,V32-R146,,,1,51.67,,,,,disrupted
row,V32,V32-R147,,,1,37.05,,,,,disrupted
row,V32,V32-R148,,,1,51.68,,,,,disrupted
row,V32,V32-R149,,,1,52.44,,,,,disrupted
row,V32,V32-R150,,,1,51.56,,,,,regular
row,V32,V32-R151,,,3,88.03,,,,,regular
row,V32,V32-R152,,,1,34.64,,,,,disrupted
row,V32,V32-R153,,,1,25.88,,,,,disrupted
row,V32,V32-R154,,,1,51.18,,,,,disrupted
row,V32,V32-R155,,,1,51.67,,,,,disrupted
row,V32,V32-R156,,,3,94.24,,,,,regular
row,V32,V32-R157,,,1,51.18,,,,,disrupted
row,V32,V32-R158,,,1,24.75,,,,,disrupted
row,V32,V32-R159,,,1,38.1,,,,,disrupted
row,V32,V32-R160,,,1,47.53,,,,,disrupted
row,V32,V32-R161,,,3,99.63,,,,,regular
row,V32,V32-R162,,,1,51.34,,,,,disrupted
row,V32,V32-R163,,,1,35.14,,,,,disrupted
row,V32,V32-R164,,,1,51.35,,,,,disrupted
row,V32,V32-R165,,,1,49.81,,,,,regular
row,V32,V32-R166,,,1,35.4,,,,,regular
row,V32,V32-R167,,,3,99.76,,,,,regular
row,V32,V32-R168,,,1,51.59,,,,,disrupted
row,V32,V32-R169,,,1,51.35,,,,,disrupted
row,V32,V32-R170,,,1,56.0,,,,,disrupted
row,V32,V32-R171,,,1,51.35,,,,,disrupted
row,V32,V32-R172,,,3,111.04,,,,,disrupted|regular
row,V32,V32-R173,,,1,51.58,,,,,disrupted
row,V32,V32-R174,,,1,51.35,,,,,disrupted
row,V32,V32-R175,,,1,57.09,,,,,disrupted
row,V32,V32-R176,,,3,116.71,,,,,disrupted|regular
row,V32,V32-R177,,,1,51.35,,,,,disrupted
row,V32,V32-R178,,,1,51.55,,,,,disrupted
row,V32,V32-R179,,,1,53.26,,,,,regular
row,V32,V32-R180,,,1,51.33,,,,,disrupted
row,V32,V32-R181,,,3,122.88,,,,,disrupted|regular
row,V32,V32-R182,,,1,54.79,,,,,regular
row,V32,V32-R183,,,3,128.55,,,,,disrupted|regular
row,V32,V32-R184,,,1,51.55,,,,,disrupted
row,V32,V32-R185,,,3,128.47,,,,,disrupted|regular
row,V32,V32-R186,,,3,123.84,,,,,disrupted|regular
row,V32,V32-R187,,,1,33.39,,,,,regular
row,V32,V32-R188,,,1,46.15,,,,,disrupted
row,V32,V32-R189,,,1,51.55,,,,,disrupted
row,V32,V32-R190,,,1,41.05,,,,,regular
row,V32,V32-R191,,,1,64.3,,,,,disrupted
row,V32,V32-R192,,,3,128.29,,,,,disrupted|regular
row,V32,V32-R193,,,1,51.56,,,,,disrupted
row,V32,V32-R194,,,1,55.32,,,,,disrupted
row,V32,V32-R195,,,1,45.25,,,,,regular
row,V32,V32-R196,,,1,64.51,,,,,disrupted
row,V32,V32-R197,,,1,61.51,,,,,disrupted
row,V32,V32-R198,,,1,60.32,,,,,disrupted
row,V32,V32-R199,,,1,48.31,,,,,regular
row,V32,V32-R200,,,1,42.78,,,,,regular
row,V32,V32-R201,,,1,42.86,,,,,regular
row,V32,V32-R202,,,1,37.31,,,,,regular
row,V32,V32-R203,,,1,31.4,,,,,regular
row,V32,V32-R204,,,2,67.0,,,,,disrupted|regular
row,V32,V32-R205,,,1,20.9,,,,,disrupted
row,V32,V32-R206,,,1,19.7,,,,,regular
row,V32,V32-R207,,,1,43.25,,,,,disrupted
row,V32,V32-R208,,,1,13.97,,,,,regular
row,V32,V32-R209,,,2,66.35,,,,,disrupted|regular
row,V32,V32-R210,,,1,63.8,,,,,disrupted
row,V32,V32-R211,,,1,58.48,,,,,disrupted
row,V32,V32-R212,,,1,2.03,,,,,regular
row,V32,V32-R213,,,1,58.3,,,,,disrupted
row,V32,V32-R214,,,1,51.87,,,,,disrupted
row,V33,V33-R01,,,1,53.75,,,,,regular
row,V33,V33-R02,,,1,53.74,,,,,regular
row,V33,V33-R03,,,1,53.77,,,,,regular
row,V34,V34-R01,,,1,24.41,,,,,regular
row,V34,V34-R02,,,1,57.64,,,,,disrupted
row,V34,V34-R03,,,1,35.58,,,,,disrupted
row,V34,V34-R04,,,1,51.87,,,,,disrupted
row,V34,V34-R05,,,1,41.58,,,,,disrupted
row,V34,V34-R06,,,1,51.47,,,,,disrupted
row,V34,V34-R07,,,1,45.97,,,,,disrupted
row,V34,V34-R08,,,1,37.35,,,,,disrupted
row,V34,V34-R09,,,1,31.57,,,,,regular
row,V34,V34-R10,,,1,26.6,,,,,disrupted
row,V35,V35-R01,,,1,3.18,,,,,regular
row,V35,V35-R02,,,1,7.69,,,,,regular
row,V35,V35-R03,,,1,16.05,,,,,disrupted
row,V35,V35-R04,,,1,11.45,,,,,regular
row,V35,V35-R05,,,1,30.83,,,,,disrupted
row,V35,V35-R06,,,1,46.37,,,,,disrupted
row,V35,V35-R07,,,1,50.26,,,,,disrupted
row,V35,V35-R08,,,1,46.08,,,,,disrupted
row,V35,V35-R09,,,1,52.07,,,,,disrupted
row,V35,V35-R10,,,1,52.9,,,,,disrupted
row,V36,V36-R01,,,1,12.49,,,,,regular
row,V36,V36-R02,,,1,13.55,,,,,regular
row,V36,V36-R03,,,1,28.5,,,,,regular
row,V36,V36-R04,,,1,30.25,,,,,disrupted
row,V36,V36-R05,,,1,25.55,,,,,disrupted
row,V37,V37-R01,,,1,40.19,,,,,regular
row,V37,V37-R02,,,1,21.0,,,,,regular
row,V37,V37-R03,,,1,10.17,,,,,regular
row,V38,V38-R01,,,1,51.28,,,,,disrupted
row,V38,V38-R02,,,1,32.5,,,,,disrupted
row,V38,V38-R03,,,1,42.15,,,,,disrupted
row,V38,V38-R04,,,1,34.17,,,,,disrupted
row,V38,V38-R05,,,1,17.53,,,,,regular
row,V38,V38-R06,,,1,35.04,,,,,disrupted
row,V38,V38-R07,,,1,35.4,,,,,disrupted
row,V38,V38-R08,,,1,41.02,,,,,disrupted
row,V38,V38-R09,,,1,24.34,,,,,disrupted
row,V38,V38-R10,,,1,28.47,,,,,disrupted
row,V38,V38-R11,,,1,28.37,,,,,disrupted
row,V38,V38-R12,,,1,41.47,,,,,disrupted
row,V38,V38-R13,,,1,44.03,,,,,disrupted
row,V38,V38-R14,,,1,32.15,,,,,disrupted
row,V39,V39-R01,,,1,51.35,,,,,disrupted
row,V39,V39-R02,,,1,51.34,,,,,disrupted
row,V39,V39-R03,,,1,56.45,,,,,disrupted
row,V39,V39-R04,,,1,51.56,,,,,disrupted
row,V39,V39-R05,,,1,51.35,,,,,disrupted
row,V39,V39-R06,,,1,17.25,,,,,disrupted
row,V39,V39-R07,,,1,51.34,,,,,disrupted
row,V39,V39-R08,,,1,45.27,,,,,disrupted
row,V39,V39-R09,,,1,51.35,,,,,disrupted
row,V39,V39-R10,,,1,33.8,,,,,disrupted
row,V39,V39-R11,,,1,51.55,,,,,disrupted
row,V39,V39-R12,,,1,51.35,,,,,disrupted
row,V39,V39-R13,,,1,45.53,,,,,disrupted
row,V39,V39-R14,,,1,46.88,,,,,disrupted
row,V39,V39-R15,,,1,51.57,,,,,disrupted
row,V39,V39-R16,,,1,51.35,,,,,disrupted
row,V39,V39-R17,,,1,35.55,,,,,disrupted
row,V39,V39-R18,,,1,51.35,,,,,disrupted
row,V39,V39-R19,,,1,39.4,,,,,disrupted
row,V39,V39-R20,,,1,51.34,,,,,disrupted
row,V39,V39-R21,,,1,29.05,,,,,disrupted
row,V39,V39-R22,,,1,51.33,,,,,disrupted
row,V39,V39-R23,,,1,51.55,,,,,disrupted
row,V39,V39-R24,,,1,51.35,,,,,disrupted
row,V39,V39-R25,,,1,26.01,,,,,disrupted
row,V39,V39-R26,,,1,51.55,,,,,disrupted
row,V39,V39-R27,,,1,48.27,,,,,disrupted
row,V39,V39-R28,,,1,51.35,,,,,disrupted
row,V39,V39-R29,,,1,51.54,,,,,disrupted
row,V39,V39-R30,,,1,23.9,,,,,regular
row,V39,V39-R31,,,1,8.65,,,,,regular
row,V39,V39-R32,,,1,51.57,,,,,disrupted
row,V39,V39-R33,,,1,57.48,,,,,disrupted
row,V39,V39-R34,,,1,3.22,,,,,regular
row,V39,V39-R35,,,1,16.68,,,,,regular
row,V39,V39-R36,,,1,51.37,,,,,regular
row,V39,V39-R37,,,1,24.43,,,,,regular
row,V39,V39-R38,,,1,51.37,,,,,regular
row,V39,V39-R39,,,1,57.45,,,,,regular
row,V39,V39-R40,,,1,51.36,,,,,disrupted
row,V39,V39-R41,,,1,31.43,,,,,regular
row,V39,V39-R42,,,1,44.55,,,,,regular
row,V39,V39-R43,,,1,54.68,,,,,regular
row,V39,V39-R44,,,1,51.37,,,,,regular
row,V39,V39-R45,,,1,33.88,,,,,disrupted
row,V39,V39-R46,,,1,51.37,,,,,regular
row,V39,V39-R47,,,1,41.52,,,,,disrupted
row,V39,V39-R48,,,1,51.38,,,,,regular
row,V39,V39-R49,,,1,51.38,,,,,regular
row,V39,V39-R50,,,1,40.22,,,,,regular
row,V39,V39-R51,,,1,51.55,,,,,regular
row,V39,V39-R52,,,1,51.55,,,,,regular
row,V39,V39-R53,,,1,50.93,,,,,disrupted
row,V39,V39-R54,,,1,51.38,,,,,regular
row,V39,V39-R55,,,1,33.04,,,,,regular
row,V39,V39-R56,,,1,51.57,,,,,regular
row,V39,V39-R57,,,1,53.67,,,,,disrupted
row,V39,V39-R58,,,1,51.37,,,,,regular
row,V39,V39-R59,,,1,53.64,,,,,disrupted
row,V39,V39-R60,,,1,51.35,,,,,disrupted
row,V39,V39-R61,,,1,53.66,,,,,disrupted
row,V39,V39-R62,,,1,53.67,,,,,disrupted
row,V39,V39-R63,,,1,51.37,,,,,regular
row,V39,V39-R64,,,1,53.67,,,,,disrupted
row,V39,V39-R65,,,1,51.37,,,,,regular
row,V39,V39-R66,,,1,53.63,,,,,disrupted
row,V39,V39-R67,,,1,51.36,,,,,regular
row,V39,V39-R68,,,1,25.54,,,,,regular
row,V39,V39-R69,,,1,51.35,,,,,regular
row,V39,V39-R70,,,1,53.66,,,,,regular
row,V39,V39-R71,,,1,9.93,,,,,regular
row,V39,V39-R72,,,1,1.4,,,,,regular
row,V39,V39-R73,,,1,11.31,,,,,regular
row,V39,V39-R74,,,1,19.97,,,,,regular
row,V40,V40-R01,,,1,51.54,,,,,disrupted
row,V40,V40-R02,,,1,51.55,,,,,disrupted
row,V40,V40-R03,,,1,45.1,,,,,regular
row,V40,V40-R04,,,1,46.91,,,,,disrupted
row,V40,V40-R05,,,1,32.63,,,,,regular
row,V41,V41-R01,,,1,39.72,,,,,disrupted
row,V41,V41-R02,,,1,43.72,,,,,disrupted
row,V41,V41-R03,,,1,35.2,,,,,disrupted
row,V41,V41-R04,,,1,37.08,,,,,disrupted
row,V41,V41-R05,,,1,35.78,,,,,disrupted
row,V41,V41-R06,,,1,29.8,,,,,regular
row,V41,V41-R07,,,1,40.0,,,,,disrupted
row,V41,V41-R08,,,1,40.48,,,,,regular
row,V41,V41-R09,,,1,38.7,,,,,disrupted
row,V42,V42-R01,,,1,2.66,,,,,regular
row,V42,V42-R02,,,1,32.55,,,,,regular
row,V42,V42-R03,,,1,49.26,,,,,regular
row,V42,V42-R04,,,1,52.3,,,,,disrupted
row,V42,V42-R05,,,1,52.31,,,,,regular
row,V42,V42-R06,,,1,52.27,,,,,disrupted
row,V42,V42-R07,,,1,42.57,,,,,disrupted
row,V42,V42-R08,,,1,28.27,,,,,regular
row,V42,V42-R09,,,1,28.98,,,,,regular
row,V42,V42-R10,,,1,28.73,,,,,regular
row,V42,V42-R11,,,1,27.85,,,,,regular
row,V42,V42-R12,,,1,27.28,,,,,regular
row,V42,V42-R13,,,1,28.67,,,,,regular
row,V42,V42-R14,,,1,52.29,,,,,disrupted
row,V42,V42-R15,,,1,3.19,,,,,regular
row,V42,V42-R16,,,1,43.85,,,,,regular
row,V42,V42-R17,,,1,43.09,,,,,regular
row,V42,V42-R18,,,1,19.42,,,,,regular
row,V42,V42-R19,,,1,11.23,,,,,regular
row,V42,V42-R20,,,1,51.3,,,,,regular
row,V42,V42-R21,,,1,52.73,,,,,regular
row,V42,V42-R22,,,1,51.29,,,,,regular
row,V42,V42-R23,,,1,5.12,,,,,regular
row,V42,V42-R24,,,1,58.13,,,,,disrupted
row,V42,V42-R25,,,1,61.18,,,,,disrupted
row,V42,V42-R26,,,1,51.29,,,,,regular
row,V42,V42-R27,,,1,66.72,,,,,disrupted
row,V42,V42-R28,,,1,51.3,,,,,regular
row,V42,V42-R29,,,1,71.19,,,,,disrupted
row,V42,V42-R30,,,1,24.53,,,,,regular
row,V42,V42-R31,,,1,51.3,,,,,regular
row,V42,V42-R32,,,1,69.07,,,,,regular
row,V42,V42-R33,,,1,41.04,,,,,disrupted
row,V42,V42-R34,,,1,51.3,,,,,regular
row,V42,V42-R35,,,1,51.88,,,,,disrupted
row,V42,V42-R36,,,1,56.45,,,,,regular
row,V42,V42-R37,,,1,51.3,,,,,regular
row,V42,V42-R38,,,1,53.51,,,,,disrupted
row,V42,V42-R39,,,1,49.69,,,,,regular
row,V42,V42-R40,,,1,51.3,,,,,regular
row,V42,V42-R41,,,1,35.06,,,,,disrupted
row,V42,V42-R42,,,1,53.5,,,,,regular
row,V42,V42-R43,,,1,51.29,,,,,regular
row,V42,V42-R44,,,1,42.52,,,,,regular
row,V42,V42-R45,,,1,53.55,,,,,regular
row,V42,V42-R46,,,1,37.37,,,,,disrupted
row,V42,V42-R47,,,1,51.32,,,,,disrupted
row,V42,V42-R48,,,1,53.45,,,,,disrupted
row,V42,V42-R49,,,1,33.22,,,,,disrupted
row,V42,V42-R50,,,1,51.29,,,,,disrupted
row,V42,V42-R51,,,1,39.29,,,,,regular
row,V42,V42-R52,,,1,27.88,,,,,disrupted
row,V42,V42-R53,,,1,45.25,,,,,regular
row,V42,V42-R54,,,1,22.95,,,,,regular
row,V42,V42-R55,,,1,36.52,,,,,regular
row,V42,V42-R56,,,1,43.25,,,,,disrupted
row,V42,V42-R57,,,2,82.85,,,,,disrupted|regular
row,V42,V42-R58,,,1,46.5,,,,,disrupted
row,V42,V42-R59,,,1,9.5,,,,,regular
row,V42,V42-R60,,,1,33.15,,,,,regular
row,V42,V42-R61,,,1,38.33,,,,,regular
row,V42,V42-R62,,,1,52.47,,,,,disrupted
row,V42,V42-R63,,,1,4.48,,,,,regular
row,V42,V42-R64,,,1,31.97,,,,,regular
row,V42,V42-R65,,,1,37.85,,,,,regular
row,V42,V42-R66,,,1,31.72,,,,,regular
row,V42,V42-R67,,,1,3.04,,,,,regular
row,V42,V42-R68,,,1,35.05,,,,,regular
row,V42,V42-R69,,,1,52.48,,,,,disrupted
row,V42,V42-R70,,,1,52.52,,,,,disrupted
row,V42,V42-R71,,,1,19.18,,,,,regular
row,V42,V42-R72,,,1,37.52,,,,,disrupted
row,V42,V42-R73,,,2,93.54,,,,,disrupted|regular
row,V42,V42-R74,,,2,89.62,,,,,disrupted|regular
row,V42,V42-R75,,,2,79.21,,,,,disrupted|regular
row,V42,V42-R76,,,1,52.5,,,,,regular
row,V42,V42-R77,,,1,14.8,,,,,regular
row,V42,V42-R78,,,1,52.49,,,,,regular
row,V42,V42-R79,,,1,3.22,,,,,regular
row,V42,V42-R80,,,1,45.75,,,,,disrupted
row,V42,V42-R81,,,1,33.77,,,,,disrupted
row,V42,V42-R82,,,1,48.0,,,,,disrupted
row,V42,V42-R83,,,1,24.97,,,,,disrupted
row,V42,V42-R84,,,1,52.13,,,,,disrupted
row,V42,V42-R85,,,1,52.13,,,,,disrupted
row,V42,V42-R86,,,1,52.15,,,,,disrupted
row,V42,V42-R87,,,1,52.12,,,,,disrupted
row,V42,V42-R88,,,1,52.13,,,,,disrupted
row,V42,V42-R89,,,1,52.15,,,,,regular
row,V42,V42-R90,,,1,52.13,,,,,regular
row,V42,V42-R91,,,1,52.14,,,,,disrupted
row,V42,V42-R92,,,1,57.36,,,,,regular
row,V42,V42-R93,,,1,57.02,,,,,regular
row,V42,V42-R94,,,1,47.85,,,,,disrupted
row,V42,V42-R95,,,1,52.17,,,,,disrupted
row,V42,V42-R96,,,1,52.14,,,,,disrupted
row,V42,V42-R97,,,1,46.3,,,,,disrupted
row,V42,V42-R98,,,1,20.85,,,,,disrupted
row,V43,V43-R01,,,1,23.34,,,,,regular
row,V43,V43-R02,,,1,26.52,,,,,disrupted
row,V43,V43-R03,,,1,27.52,,,,,disrupted
row,V43,V43-R04,,,1,29.33,,,,,regular
row,V43,V43-R05,,,1,30.32,,,,,regular
row,V44,V44-R01,,,1,38.09,,,,,disrupted
row,V44,V44-R02,,,1,43.47,,,,,disrupted
row,V44,V44-R03,,,1,39.22,,,,,disrupted
row,V44,V44-R04,,,1,42.73,,,,,disrupted
row,V44,V44-R05,,,1,44.62,,,,,regular
row,V44,V44-R06,,,1,44.55,,,,,disrupted
row,V45,V45-R01,,,1,4.78,,,,,regular
row,V45,V45-R02,,,1,2.67,,,,,regular
row,V45,V45-R03,,,1,51.27,,,,,disrupted
row,V45,V45-R04,,,1,51.26,,,,,disrupted
row,V45,V45-R05,,,1,51.27,,,,,disrupted
row,V45,V45-R06,,,1,51.25,,,,,disrupted
row,V45,V45-R07,,,1,51.51,,,,,disrupted
row,V45,V45-R08,,,1,51.5,,,,,regular
row,V45,V45-R09,,,1,51.5,,,,,regular
row,V45,V45-R10,,,1,51.5,,,,,regular
row,V45,V45-R11,,,1,51.52,,,,,regular
row,V45,V45-R12,,,1,51.53,,,,,regular
row,V45,V45-R13,,,1,51.52,,,,,regular
row,V45,V45-R14,,,1,51.5,,,,,regular
row,V45,V45-R15,,,1,51.52,,,,,regular
row,V45,V45-R16,,,1,51.52,,,,,regular
row,V45,V45-R17,,,1,51.52,,,,,regular
row,V45,V45-R18,,,1,51.5,,,,,regular
row,V45,V45-R19,,,1,27.58,,,,,disrupted
row,V45,V45-R20,,,1,42.15,,,,,disrupted
row,V45,V45-R21,,,1,51.52,,,,,regular
row,V45,V45-R22,,,1,40.11,,,,,disrupted
row,V45,V45-R23,,,1,2.83,,,,,regular
row,V45,V45-R24,,,1,33.75,,,,,regular
row,V45,V45-R25,,,1,51.5,,,,,regular
row,V45,V45-R26,,,1,37.42,,,,,disrupted
row,V45,V45-R27,,,1,9.52,,,,,regular
row,V45,V45-R28,,,1,36.57,,,,,disrupted
row,V45,V45-R29,,,1,35.65,,,,,disrupted
row,V45,V45-R30,,,1,33.75,,,,,disrupted
row,V45,V45-R31,,,1,33.6,,,,,disrupted
row,V45,V45-R32,,,1,32.87,,,,,regular
row,V45,V45-R33,,,1,32.04,,,,,regular
row,V45,V45-R34,,,1,31.47,,,,,disrupted
row,V45,V45-R35,,,1,58.6,,,,,regular
row,V45,V45-R36,,,1,29.95,,,,,regular
row,V45,V45-R37,,,1,53.17,,,,,regular
row,V45,V45-R38,,,1,28.87,,,,,regular
row,V45,V45-R39,,,1,27.14,,,,,regular
row,V45,V45-R40,,,1,24.7,,,,,regular
row,V45,V45-R41,,,2,99.74,,,,,regular
row,V45,V45-R42,,,2,106.6,,,,,regular
row,V45,V45-R43,,,2,113.0,,,,,regular
row,V45,V45-R44,,,3,117.51,,,,,regular
row,V45,V45-R45,,,3,117.12,,,,,regular
row,V45,V45-R46,,,3,116.85,,,,,regular
row,V45,V45-R47,,,3,116.62,,,,,regular
row,V45,V45-R48,,,1,28.15,,,,,regular
row,V45,V45-R49,,,1,34.5,,,,,regular
row,V45,V45-R50,,,2,59.65,,,,,regular
row,V46,V46-R01,,,1,62.48,,,,,regular
row,V46,V46-R02,,,1,5.3,,,,,regular
row,V46,V46-R03,,,1,55.8,,,,,regular
row,V46,V46-R04,,,1,11.92,,,,,regular
row,V46,V46-R05,,,1,48.87,,,,,regular
row,V46,V46-R06,,,1,19.84,,,,,regular
row,V46,V46-R07,,,1,41.82,,,,,regular
row,V46,V46-R08,,,1,26.71,,,,,regular
row,V46,V46-R09,,,1,35.15,,,,,regular
row,V46,V46-R10,,,1,22.63,,,,,regular
row,V46,V46-R11,,,1,28.06,,,,,regular
row,V46,V46-R12,,,1,38.47,,,,,disrupted
row,V46,V46-R13,,,1,21.29,,,,,regular
row,V46,V46-R14,,,1,45.32,,,,,disrupted
row,V46,V46-R15,,,1,14.61,,,,,regular
row,V46,V46-R16,,,1,16.64,,,,,regular
row,V46,V46-R17,,,1,11.1,,,,,regular
row,V46,V46-R18,,,1,51.1,,,,,disrupted
row,V46,V46-R19,,,1,9.88,,,,,regular
row,V46,V46-R20,,,1,7.35,,,,,regular
row,V46,V46-R21,,,1,7.44,,,,,regular
row,V46,V46-R22,,,1,57.53,,,,,disrupted
row,V46,V46-R23,,,1,5.53,,,,,regular
row,V46,V46-R24,,,1,3.49,,,,,regular
row,V46,V46-R25,,,1,63.11,,,,,disrupted
row,V46,V46-R26,,,1,5.0,,,,,regular
row,V47,V47-R01,,,1,10.89,,,,,regular
row,V47,V47-R02,,,1,18.1,,,,,regular
row,V47,V47-R03,,,1,39.33,,,,,regular
row,V47,V47-R04,,,1,24.39,,,,,disrupted
row,V47,V47-R05,,,1,47.83,,,,,regular
row,V47,V47-R06,,,1,31.8,,,,,regular
row,V47,V47-R07,,,1,53.0,,,,,disrupted
row,V47,V47-R08,,,1,38.74,,,,,disrupted
row,V47,V47-R09,,,1,53.0,,,,,regular
row,V47,V47-R10,,,1,47.45,,,,,regular
row,V47,V47-R11,,,1,52.97,,,,,disrupted
row,V47,V47-R12,,,1,53.12,,,,,disrupted
row,V47,V47-R13,,,1,53.0,,,,,disrupted
row,V47,V47-R14,,,1,52.97,,,,,regular
row,V47,V47-R15,,,1,52.95,,,,,regular
row,V47,V47-R16,,,1,52.97,,,,,regular
row,V47,V47-R17,,,1,52.97,,,,,regular
row,V47,V47-R18,,,1,52.97,,,,,regular
row,V47,V47-R19,,,1,53.0,,,,,disrupted
row,V47,V47-R20,,,1,52.97,,,,,disrupted
row,V47,V47-R21,,,1,53.0,,,,,regular
row,V47,V47-R22,,,1,52.97,,,,,regular
row,V47,V47-R23,,,1,53.0,,,,,regular
row,V47,V47-R24,,,1,48.55,,,,,regular
row,V47,V47-R25,,,1,39.65,,,,,regular
row,V47,V47-R26,,,1,31.17,,,,,regular
row,V47,V47-R27,,,1,21.85,,,,,regular
row,V47,V47-R28,,,1,11.45,,,,,regular
row,V47,V47-R29,,,1,2.47,,,,,regular
row,V47,V47-R30,,,1,1.67,,,,,regular
row,V47,V47-R31,,,1,13.53,,,,,regular
row,V47,V47-R32,,,1,26.61,,,,,regular
row,V47,V47-R33,,,1,15.0,,,,,regular
row,V48,V48-R01,,,1,44.35,,,,,disrupted
row,V48,V48-R02,,,1,39.28,,,,,disrupted
row,V48,V48-R03,,,1,42.4,,,,,disrupted
row,V48,V48-R04,,,1,41.72,,,,,disrupted
row,V48,V48-R05,,,1,38.37,,,,,disrupted
row,V48,V48-R06,,,1,34.78,,,,,disrupted
row,V48,V48-R07,,,1,36.53,,,,,disrupted
row,V49,V49-R01,,,1,17.57,,,,,disrupted
row,V49,V49-R02,,,1,14.73,,,,,regular
row,V49,V49-R03,,,1,17.85,,,,,disrupted
row,V49,V49-R04,,,1,25.98,,,,,disrupted
row,V49,V49-R05,,,1,24.5,,,,,regular
row,V49,V49-R06,,,1,23.05,,,,,disrupted
row,V49,V49-R07,,,1,14.95,,,,,regular
row,V49,V49-R08,,,1,12.45,,,,,regular
row,V49,V49-R09,,,1,10.6,,,,,regular
row,V50,V50-R01,,,1,14.52,,,,,regular
row,V50,V50-R02,,,1,22.56,,,,,disrupted
row,V50,V50-R03,,,1,34.73,,,,,disrupted
row,V50,V50-R04,,,1,43.45,,,,,disrupted
row,V50,V50-R05,,,1,42.42,,,,,disrupted
row,V50,V50-R06,,,1,40.67,,,,,disrupted
row,V51,V51-R01,,,1,35.23,,,,,regular
row,V51,V51-R02,,,1,37.99,,,,,regular
row,V51,V51-R03,,,1,40.21,,,,,regular
row,V51,V51-R04,,,1,39.32,,,,,regular
row,V51,V51-R05,,,1,36.27,,,,,regular
row,V51,V51-R06,,,1,34.3,,,,,regular
row,V51,V51-R07,,,1,32.17,,,,,regular
row,V51,V51-R08,,,1,27.35,,,,,regular
row,V51,V51-R09,,,1,25.1,,,,,regular
row,V51,V51-R10,,,1,23.95,,,,,regular
row,V51,V51-R11,,,1,20.8,,,,,regular
row,V51,V51-R12,,,1,17.6,,,,,regular
row,V51,V51-R13,,,1,51.4,,,,,disrupted
row,V51,V51-R14,,,1,25.64,,,,,regular
row,V51,V51-R15,,,1,51.39,,,,,regular
row,V51,V51-R16,,,1,5.12,,,,,regular
row,V51,V51-R17,,,1,51.4,,,,,disrupted
row,V52,V52-R01,,,1,51.4,,,,,regular
row,V52,V52-R02,,,1,51.42,,,,,disrupted
row,V52,V52-R03,,,1,51.43,,,,,disrupted
row,V52,V52-R04,,,1,51.42,,,,,regular
row,V53,V53-R01,,,1,58.28,,,,,regular
row,V53,V53-R02,,,1,62.6,,,,,regular
row,V53,V53-R03,,,1,28.42,,,,,regular
row,V53,V53-R04,,,1,22.72,,,,,regular
row,V53,V53-R05,,,1,51.27,,,,,disrupted
row,V53,V53-R06,,,1,16.58,,,,,regular
row,V53,V53-R07,,,1,51.27,,,,,disrupted
row,V53,V53-R08,,,1,11.07,,,,,regular
row,V53,V53-R09,,,1,51.29,,,,,disrupted
row,V53,V53-R10,,,1,6.95,,,,,regular
row,V53,V53-R11,,,1,2.29,,,,,regular
row,V53,V53-R12,,,1,51.29,,,,,disrupted
row,V53,V53-R13,,,1,51.3,,,,,disrupted
row,V53,V53-R14,,,1,10.91,,,,,regular
row,V53,V53-R15,,,1,21.87,,,,,regular
row,V53,V53-R16,,,1,35.83,,,,,disrupted
row,V53,V53-R17,,,1,37.4,,,,,disrupted
row,V53,V53-R18,,,1,39.43,,,,,disrupted
row,V53,V53-R19,,,1,41.17,,,,,disrupted
row,V53,V53-R20,,,1,42.57,,,,,regular
row,V53,V53-R21,,,1,42.94,,,,,disrupted
row,V53,V53-R22,,,1,44.83,,,,,regular
row,V53,V53-R23,,,1,15.79,,,,,regular
row,V53,V53-R24,,,1,24.38,,,,,regular
row,V53,V53-R25,,,1,53.27,,,,,regular
row,V53,V53-R26,,,1,51.26,,,,,disrupted
row,V53,V53-R27,,,1,53.5,,,,,regular
row,V53,V53-R28,,,1,51.29,,,,,disrupted
row,V53,V53-R29,,,1,53.52,,,,,disrupted
row,V53,V53-R30,,,1,29.58,,,,,regular
row,V53,V53-R31,,,1,51.27,,,,,regular
row,V53,V53-R32,,,1,53.52,,,,,disrupted
row,V53,V53-R33,,,1,53.52,,,,,disrupted
row,V53,V53-R34,,,1,53.54,,,,,disrupted
row,V53,V53-R35,,,1,42.09,,,,,regular
row,V53,V53-R36,,,1,53.51,,,,,disrupted
row,V53,V53-R37,,,1,53.52,,,,,disrupted
row,V53,V53-R38,,,1,52.72,,,,,regular
row,V53,V53-R39,,,1,48.78,,,,,disrupted
row,V53,V53-R40,,,1,52.68,,,,,disrupted
row,V53,V53-R41,,,1,45.73,,,,,regular
row,V53,V53-R42,,,1,52.68,,,,,disrupted
row,V53,V53-R43,,,1,43.23,,,,,disrupted
row,V53,V53-R44,,,1,52.69,,,,,disrupted
row,V53,V53-R45,,,1,40.62,,,,,regular
row,V53,V53-R46,,,1,52.68,,,,,disrupted
row,V53,V53-R47,,,1,52.7,,,,,disrupted
row,V53,V53-R48,,,1,52.7,,,,,disrupted
row,V54,V54-R01,,,1,12.17,,,,,regular
row,V54,V54-R02,,,1,34.95,,,,,disrupted
